name,model_year,color,fuel,origin,bi_license,gear_type,bi_glass,engine_power,speedometer,passenger_seat_no,bi_payment_option,status,previous_owner,bi_condition,bi_lock_system,bi_alert,bi_radio,bi_sunroof,bi_wheels,bi_seat_type,bi_cushion,price
فولكسفاجن جولف,2009,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,100000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,66000
كيا فورتي,2008,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,0.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,46000
سوبارو نملة,1984,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400,0.0,5,نقدا فقط ,للبيع فقط ,8,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,فرش جلد,لا يوجد,11000
سكودا اوكتافيا,2016,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,200000.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,104000
فيات سيات,1985,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,9000,200000.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,لا يوجد,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,لا يوجد,5500
مرسيدس  اتيكو 10 17,2002,فضي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2000,427374.0,3,نقدا فقط ,للبيع فقط ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,75000
هونداي اكسنت,2014,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,90.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,65000
هونداي i30,2008,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,251.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,48000
نيسان تيدا,2011,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,60000.0,5,نقدا فقط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,43000
سكودا رابيد,2015,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,53000.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,لا يوجد,لا يوجد,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,68000
هونداي اكسنت,2017,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,90.0,5,نقدا فقط ,للبيع فقط ,0,مُكيّف,لا يوجد,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,66000
مرسيدس 220,1999,أبيض ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,90.0,5,نقدا فقط ,للبيع فقط ,2,لا يوجد,إغلاق مركزي,لا يوجد,لا يوجد,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,28000
سكودا فابيا,2004,ذهبي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,0.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,32000
سكودا اوكتافيا,2015,أصفر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,270000.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,68000
كيا سبورتاج,2014,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,81000.0,5,نقدا فقط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,89000
اوبل فيكترا,1998,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,160.0,5,نقدا فقط ,للبيع فقط ,1,لا يوجد,لا يوجد,لا يوجد,لا يوجد,فتحة سقف,لا يوجد,لا يوجد,لا يوجد,24000
اوبل استرا,2013,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,90000.0,5,إمكانية التقسيط ,للبيع فقط ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,54000
هونداي توسان,2018,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,56000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,100000
فولكسفاجن بولو,2015,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,130000.0,5,نقدا فقط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,57000
فيات اونو,1986,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1000,0.0,5,نقدا فقط ,للبيع فقط ,17,لا يوجد,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,لا يوجد,11000
اوبل فيكترا,1998,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,192.0,5,نقدا فقط ,للبيع أو التبديل ,6,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,فتحة سقف,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,24000
هونداي الانترا,2012,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,192.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,64000
فولكسفاجن باسات,2006,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,105.0,5,إمكانية التقسيط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,60000
هونداي اكسنت,2016,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,67000.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,لا يوجد,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,75000
سكودا اوكتافيا,2008,رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,0.0,5,إمكانية التقسيط ,للبيع فقط ,1,مُكيّف,لا يوجد,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,60000
سكودا اوكتافيا,2009,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,0.0,5,نقدا فقط ,للبيع أو التبديل ,4,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,لا يوجد,فرش جلد,وسادة حماية هوائية,45000
جييب كومباس,2014,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,0.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,92000
سيت ليون,2015,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,103000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,62000
مرسيدس C220,2003,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,103000.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,لا يوجد,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,30000
فولكسفاجن بولو,2004,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,103000.0,5,نقدا فقط ,للبيع فقط ,4,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,35500
بيجو بارتنر,2008,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,215000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,فرش جلد,وسادة حماية هوائية,50000
سوبارو امبريزا,1994,أبيض عاجي ,بنزين ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,1111111.0,5,نقدا فقط ,للبيع أو التبديل ,11,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,23000
ستروين Ds5,2013,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,90000.0,5,نقدا فقط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,60000
مرسيدس C220,2007,فضي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2200,160000.0,5,إمكانية التقسيط ,للبيع فقط ,4,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,85000
مرسيدس E200,2011,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,160000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,لا يوجد,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,115000
هونداي اكسنت,2017,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,13000.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,65000
فورد فيستا,2013,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,13000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,35000
مرسيدس 518,2008,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,4000,245.0,7,إمكانية التقسيط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,فرش جلد,وسادة حماية هوائية,80000
كيا مورننغ,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,24000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,50000
فولكسفاجن جولف,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,135000.0,5,إمكانية التقسيط ,للبيع فقط ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,1500
كيا سبورتاج,2015,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,100000.0,5,إمكانية التقسيط ,للبيع فقط ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,105000
اوبل استرا,2004,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,100000.0,5,نقدا فقط ,للبيع فقط ,2,لا يوجد,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,34000
اودي Q5,2012,رمادي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,90000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,130000
هونداي توسان,2007,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,90000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,فتحة سقف,لا يوجد,لا يوجد,وسادة حماية هوائية,35000
هونداي توسان,2011,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,0.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,81000
فيات باندا,2015,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,60000.0,5,نقدا فقط ,للبيع فقط ,0,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,37000
فولكسفاجن توران,2008,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,420000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,5,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,68000
سكودا اوكتافيا,2011,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,420000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,55000
